CAS,SMILES,Experimental value
52251-71-5,c1ccc2cc3cc(ccc3(cc2(c1)))CC,5.85
52298-71-2,OCCN(c1nc(nc(n1)N(C)C)N(C)C)C,1.96
52303-69-2,O=C(OC(C)C)C(C(=O)OC(C)C)=C1SCCS1(=O),1.6
52315-07-8,N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3,6.04
52320-85-1,O=NN(C(=O)NC(C(=O)O)CCC(=O)O)CCCl,0.6
52320-87-3,O=NN(C(=O)NC(C(=O)O)(C)C)CCCl,1.74
52320-88-4,O=NN(C(=O)NC1(C(=O)O)(CCCC1))CCCl,2.01
52322-80-2,O(c1ccccc1)c2cc(c(cc2Cl)Cl)Cl,5.44
52329-50-7,O=C(N)C(NC(=O)C(NC(=O)C)Cc1ccc(O)cc1)Cc2ccccc2,0.54
52386-94-4,O=C(O)CNC(=O)c1cccc(c1)I,1.88
52387-57-2,O=C(NCNCC)c1ccccc1,0.56
52387-58-3,O=C(NCNCC(C)C)c1ccccc1,1.73
52398-34-2,C12(=C(CCCCCC1)SSC2=S),3.75
52416-13-4,N(=NN(C)C)c1ccccc1SC,3.13
52416-14-5,N(=NN(C)C)c1cccc(c1)SC,2.98
52468-60-7,Fc1ccc(cc1)C(c2ccc(F)cc2)N4CCN(CC=Cc3ccccc3)CC4,5.78
52485-79-7,Oc7ccc6c2c7(OC3C1(OC)(CCC4(CC1(C(O)(C)C(C)(C)C))(C(N(CCC234)CC5CC5)C6))),4.98
52514-89-3,C1=C(CC)SSC1=S,2.31
52642-50-9,O=C(OCC(C)(C)CC)N,1.45
52643-52-4,Oc1ccc(O)c(OC)c1(OC),0.61
52645-53-1,O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C),6.5
52661-38-8,O=C2N=C(N)SC2(=Cc1oc(cc1)[N+](=O)[O-]),1.09
52661-42-4,O=C2N=C(NC(=O)C)SC2(=Cc1oc(cc1)[N+](=O)[O-]),1.03
52661-43-5,O=C2N=C(N(C(=O)C)C)SC2(=Cc1oc(cc1)[N+](=O)[O-]),1.05
52661-45-7,O=C2N=C(SC2(=Cc1oc(cc1)[N+](=O)[O-]))SC,1.41
52661-48-0,O=C2C=C(c1oc(cc1)[N+](=O)[O-])SC(=O)N2,0.55
52661-53-7,O=C1N=C(NC)SC(=C1)c2oc(cc2)[N+](=O)[O-],0.86
52661-54-8,O=C1N=C(NC(=O)C)SC(=C1)c2oc(cc2)[N+](=O)[O-],1.01
52661-55-9,O=C1N=C(N(C)C)SC(=C1)c2oc(cc2)[N+](=O)[O-],0.55
52661-66-2,O=C(N=C2N(C(=O)C(=Cc1oc(cc1)[N+](=O)[O-])S2)C)C,1.21
52661-68-4,O=C(N=C2N(C(=O)C(=Cc1oc(cc1)[N+](=O)[O-])S2)CCC)C,1.17
52661-71-9,O=C2C(=Cc1oc(cc1)[N+](=O)[O-])SC(=O)N2CCC,2.4
52662-76-7,O=C(NN)NC1CCCCC1,0.15
52663-59-9,c1ccc(c(c1)c2ccc(c(c2Cl)Cl)Cl)Cl,6.11
52663-61-3,c1cc(c(cc1Cl)c2cc(cc(c2Cl)Cl)Cl)Cl,6.79
52663-66-8,c1cc(c(c(c1c2cc(cc(c2Cl)Cl)Cl)Cl)Cl)Cl,7.39
52663-72-6,c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(cc2Cl)Cl)Cl,7.5
52663-77-1,c2c(c(c(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(c2Cl)Cl)Cl)Cl,8.16
52704-70-8,c2cc(c1c(c(cc(c1Cl)Cl)Cl)Cl)c(c(c2)Cl)Cl,7.25
52712-04-6,c1cc(c(cc1Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl,7.19
52712-05-7,c1cc(c(cc1Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl,7.93
52744-13-5,c2cc(c(c(c1cc(cc(c1Cl)Cl)Cl)c2Cl)Cl)Cl,7.15
52780-43-5,Oc1ccc(cc1)CCCCCCCCCCCCC,8.2
52806-53-8,O=C(Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])C(O)(C)C,2.7
52819-99-5,[N-]=[N+]=CC(=O)NCC(=O)NCCO,-1.35
52829-30-8,O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))Cl)CC(O)CO,1.51
52838-38-7,n1nc(oc1N)CCCC,0.65
52838-39-8,n1nc(oc1N)C,-0.92
52845-72-4,c1ccc3c(c1)C(=CCCN(C)C)c2cccc(c2CC3)Cl,5.55
52888-80-9,O=C(N(CCC)CCC)SCc1ccccc1,4.65
52918-63-5,N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3,6.2
52945-16-1,O=C(OCN1C(=O)C2=C(C1(=O))CCCC2)C,1.15
52980-49-1,O=C(c2ccccc2(OS(=O)(=O)c1ccc(cc1)C))N(C)C,2.01
53112-28-0,n1c(nc(cc1C)C)Nc2ccccc2,2.84
53179-12-7,O=C2Nc1cc(ccc1N2C5CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC5)Cl,7.1
53207-52-6,O=C2c1ccccc1N(C)CC2(C)C,2.72
53207-61-7,O=C1NCCN1c2oc(cc2)[N+](=O)[O-],0.25
53207-62-8,O=[N+]([O-])c1oc(cc1)N2C(NCC2)=S,0.98
53207-63-9,O=[N+]([O-])c1oc(cc1)N2C(=NCC2)SC,1.19
53207-64-0,O=C(C=Cc1ncc([N+](=O)[O-])s1)NC(C)C,1.76
53285-95-3,O=C(Nc1ccccc1(F))N(C(=O)NC)C,2.12
53309-89-0,NC(Cc1ccccc1)CC,2.28
53316-92-0,O=C(Nc1cccc(c1)Br)CN2CCCCC2,3.62
53369-17-8,OCC1CCC2CC1C2(C)(C),3.41
53393-06-9,N(C(NCCCCCC)=S)C,2.31
53409-75-9,O=[N+]([O-])c2cnc(C=Cc1ncncc1)n2C,0.85
53439-65-9,O=P(N(C)C)(N1CCCC1)N2CCCC2,1.88
53446-96-1,OC2c1ccccc1C3CCCCC3(C2(O)),2.27
53447-04-4,O=C(OC2c1ccccc1C3CCCCC3(C2(OC(=O)N)))N,2.25
53550-91-7,NC(c1ccc(cc1)SC)=S,2.01
53555-63-8,c2cc1c(cc(c(c1Cl)Cl)Cl)c(c2)Cl,5.77
53555-64-9,c2c1c(cc(cc1Cl)Cl)c(cc2Cl)Cl,6.19
53583-79-2,O=C(NCC1N(CC)CCC1)c2cc(ccc2(OC))S(=O)(=O)CC,1.06
53596-19-3,O=C(O)C=COc1ccc(cc1Cl)Cl,3.46
53643-53-1,O=CNC=Cc1ccc(OC)cc1,1.94
53660-20-1,c1ccc(cc1)CC(NC)Cc2ccccc2,3.8
53670-99-8,O=C(NCCNCC(O)COc1ccccc1)Cc2ccccc2,0.63
53673-10-2,O=C(NCCN)c1ccccc1(OC),0
53675-52-8,c1ccc(cc1)[Sn]c2ccccc2,1.9
53780-34-0,O=C(Nc1cc(NS(=O)(=O)C(F)(F)F)c(cc1C)C)C,2.02
53808-87-0,n1cc(c(nc1N)N)Cc2cc(OC)c(OCCOC)c(OC)c2,0.56
53861-64-6,OC1C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,2.54
53916-74-8,O=[N+]([O-])C=Cc1cocc1,1.41
53943-59-2,O=C1NC(=O)C(C(=O)N1)(C)C(C)C,0.54
53951-84-1,O=C(OC)c1cnc2ccccc2(c1),2.25
53966-34-0,O=C2c1cc(ccc1N(O)C4=C2C(=O)CC(c3ccc(cc3)C(F)(F)F)C4)Cl,3.46
54013-07-9,n1cc(ncc1OC)N,0.63
54015-45-1,O=C(N)c1nc(OCC)cnc1,0.61
54063-32-0,O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CCl)C4(C)(CC(=O)C23(F)))(C),2.61
54108-51-9,O=S(=O)(c2cccc1ccccc12)C,1.74
54135-80-7,O(c1ccc(c(c1Cl)Cl)Cl)C,3.74
54135-82-9,O(c1cc(c(c(c1)Cl)Cl)Cl)C,4.22
54143-55-4,O=C(NCC1NCCCC1)c2cc(OCC(F)(F)F)ccc2(OCC(F)(F)F),3.78
54266-28-3,O=C(Oc1ccc(cc1)C(=O)CC)NC,1.55
54266-44-3,O=C(ON=C1COCS1)NC,0.06
54266-46-5,O=C(ON=C1C(OCS1)C)NC,0.46
54266-55-6,O=C(ON=C1COCCS1)NC,0
54266-80-7,O=C(ON=C1C(OCS1)CCC)NC,1.52
54266-83-0,O=C(ON=C1C(OCS1)C(C)C)NC,1.48
54266-84-1,O=C(ON=C1C(OCS1)CCOC)NC,0.51
54267-24-2,O=[N+]([O-])c1ccc(OP(=O)(OC)NC)cc1,1.27
54335-82-9,O=Cc1cccc(OC(=O)NC)c1,0.92
54335-83-0,O=Cc1ccc(OC(=O)NC)cc1,0.99
54340-62-4,OC(c2oc1c(cccc1CC)c2)CNC(C)(C)C,3.5
54387-29-0,O=[N+]([O-])c1cnc(n1C)CN2CCN(C)CC2,-0.32
54394-78-4,O=C(Nc1ccccc1)C(C)CC,2.56
54466-88-5,O=C(O)CSc2c[nH]c1ccccc12,1.78
54504-62-0,O=C1C(=CN=C2N1C(C)CCC2)C,0.82
54593-83-8,O(CC)P(OCC)(OC(C(Cl)(Cl)Cl)Cl)=S,4.59
54606-23-4,O=C(N)C1=CN=C2N(C1(=O))CCCC2,-0.38
54606-24-5,O=C1C(=CN=C2N1CCCC2)C,0.12
54620-68-7,O=C1C=C(OC=C1(O))COC,-0.62
54680-35-2,O=NN(C(=O)Nc1ccccc1)CC,2.25
54704-34-6,NC(C)CC1CCCCC1,2.96
54705-16-7,O=C(N)c1ccccc1SC,0.71
54831-57-1,O=C(N)C(NC(=O)C)Cc1nc[nH]c1,-1.7
54850-02-1,O=C(Nc1ccc(F)cc1)c2cc(cc(c2(O))Cl)Cl,4.76
54850-42-9,O=C(OCc1ccc(cc1)C)N,1.76
54855-60-6,O=C1N=C(C=CN1)NCCSCc2[nH]cnc2C,-0.4
54855-69-5,O=C1C=CC=C(N1)NCCSCc2[nH]cnc2C,0.79
54855-70-8,O=C1C=CNC(=C1)NCCSCc2[nH]cnc2C,0.8
54855-72-0,O=S2(=O)(N=C(NCCSCc1[nH]cnc1C)NCC2),-0.74
54855-84-4,O=C1N=C(NC=C1)NCCSCc2[nH]cnc2C,0.02
54870-28-9,O=C(O)c1ccc(cc1)CCNC(=O)c2cc(ccc2(OC))Cl,3.4
54910-89-3,FC(F)(F)c2ccc(OC(c1ccccc1)CCNC)cc2,4.05
54922-60-0,O=C(NNC(C)C)COc1cccc(c1)C,1.77
54922-61-1,O=C(NNC(C)C)COc1ccc(cc1)C,1.81
54922-62-2,O=C(NNC(C)C)COc1ccc(OC)cc1,1.21
54922-63-3,O=C(NNC(C)C)C(Oc1ccc(cc1)Cl)(C)C,2.56
54922-64-4,O=C(NNC(C)C)C(Oc1cccc(c1)C)C,1.88
54922-65-5,O=C(NNCC)COc1ccc(cc1)Cl,1.73
54922-68-8,O=C(NNCc1ccccc1)COc2ccc(cc2)Cl,2.92
55040-03-4,c1ccc(cc1)C3(N2CCCCC2)(CCC(C)CC3),5.66
55049-18-8,O=C(O)CN1CCCCC1,-1.05
55079-83-9,O=C(O)C=C(C=CC=C(C=Cc1c(cc(OC)c(c1C)C)C)C)C,6.4
55084-16-7,O=C(OC(C)C)C(C(=O)OC(C)C)=C(SC)SC,3.38
55147-64-3,O=C1OCC(=C1)C4C(OC(=O)C)CC5(O)(C6CCC3CC(OC2OC(C(=O)C(OC)C2)C)CCC3(C)C6(CCC45(C))),1.65
55179-31-2,OC(C(Oc1ccc(cc1)c2ccccc2)n3ncnc3)C(C)(C)C,4.16
55205-89-5,O=C(Nc1cc(c(O)c(c1)CC)CC)C,1.87
55215-18-4,c2cc(c1cc(c(c(c1Cl)Cl)Cl)Cl)c(c(c2)Cl)Cl,7.32
55219-65-3,OC(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C,3.09
55236-14-1,O=C(NCCN(CC)CC)c1cc(F)ccc1(OC),2.62
55265-51-5,FC1C(C(C(C(C1Br)Cl)Cl)Cl)Cl,3.28
55265-69-5,C1(C(C(C(C(C1Cl)Br)Cl)Br)Cl)Cl,3.98
55268-75-2,O=C(O)C3=C(COC(=O)N)CSC2N3(C(=O)C2(NC(=O)C(=NOC)c1occc1)),-0.16
55283-68-6,O=[N+]([O-])c1cc(cc(c1N(CC(=C)C)CC)[N+](=O)[O-])C(F)(F)F,5.11
55290-64-7,O=S1(=O)(C(=C(C)S(=O)(=O)CC1)C),-0.17
55298-45-8,C1(C(C(C(C(C1Cl)Br)Br)Cl)Cl)Cl,3.94
55321-98-7,O=C(N)c1c(cccc1C)C,0.9
55344-28-0,c1ccc2c(c1)[nH]c3c2CC4N(C3)CCNC4,0.36
55379-70-9,O=C(Oc1ccccc1C(C)CC)N(C)C,3.31
55379-71-0,O=C(Oc1ccccc1)N2CCCC2,2.73
55380-34-2,O=NN1CC(N(N=O)C(C)C1)C,0.08
55390-39-1,O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2ccccc2Cl)C3S(=O)C4(C)(C),2
55469-64-2,O=S(=O)(N)c1ccc(N=NN(C)C)cc1,1.06
55486-68-5,C1(=C(C)SSC1=S)CC,2.94
55538-69-7,O(c1ccccc1)c2ccc(c(c2)Cl)Cl,4.99
55556-85-9,O=NN1CCCC(O)C1,-0.47
55556-86-0,O=NN1C(C)CCC1C,0.86
55556-88-2,O=NN1CC(N(N=O)CC1C)C,0.15
55556-91-7,O=NN1CCC(=O)CC1,-0.47
55556-92-8,O=NN1CC=CCC1,1.18
55556-93-9,O=NN1CCC(O)CC1,-0.89
55556-94-0,O=NN1CCN(N=O)C(C)C1,-0.28
55557-00-1,O=NN1CCN(N=O)CCC1,-0.51
55565-48-5,O=C(OCc1ccccc1)NC(C(=O)NC(C(=O)O)C(C)C)Cc2ccccc2,2.88
55653-03-7,N#CC(C#N)=NNc1ccccc1Cl,3.12
55653-08-2,N#CC(C#N)=NNc1ccccc1C,2.38
55653-13-9,N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],2.9
55653-16-2,N#CC(C#N)=NNc1ccc(cc1)C(=O)C,2.1
55685-55-7,O=C(c1ccc(cc1)[N+](=O)[O-])N(N)c2ccccc2,2.48
55685-56-8,O=C(c1ccc(OC)cc1)N(N)c2ccccc2,2.83
55687-40-6,O=C(OC)c1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N,0.95
55687-46-2,O=C(OC(C)C)c1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N,1.72
55687-48-4,O=C(OCC)c1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N,1.25
55687-49-5,OCc1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N,0.42
55687-53-1,O=C(OCC)c1c(OCC)cc(cc1(OCC))Cc2cnc(nc2(N))N,2.28
55687-56-4,OC(c1c(OCC)cc(cc1(OCC))Cc2cnc(nc2(N))N)(C)C,2.46
55687-57-5,O=C(N)c1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N,-0.85
55687-58-6,N#Cc1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N,1.39
55687-72-4,O=C(c1c(OCC)cc(cc1(OCC))Cc2cnc(nc2(N))N)CS(=O)(=O)C,0.79
55687-73-5,O=C(c1c(OCC)cc(cc1(OCC))Cc2cnc(nc2(N))N)C,2.04
55687-74-6,O=C(c1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N)CS(=O)(=O)C,-0.31
55687-76-8,O=C(c1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N)C,1.1
55687-86-0,n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)COC,1.19
55687-91-7,OC(c1c(OC)cc(cc1(OC))Cc2cnc(nc2(N))N)(C)C,1.49
55702-45-9,c1ccc(cc1)c2c(ccc(c2Cl)Cl)Cl,5.67
55702-46-0,c1ccc(cc1)c2ccc(c(c2Cl)Cl)Cl,5.86
55720-37-1,c1cc(cc2c1cc(cc2Cl)Cl)Cl,5.35
55720-40-6,c1cc(cc2cc(c(cc12)Cl)Cl)Cl,5.12
55720-43-9,c2cc(c1cc(c(cc1c2Cl)Cl)Cl)Cl,5.81
55720-47-3,O=C(OCc1ccccc1)C(N)Cc2ccc(O)c(O)c2,1.5
55750-53-3,O=C(O)CCCCCN1C(=O)C=CC1(=O),1.15
55752-22-2,n1oc(nc1c2ccc(cc2)C)C,2.74
55782-76-8,O=CN(C1=C(N)NC(=O)N(C1(=O))C)C,-2.03
55790-22-2,O=C(O)CNC(=O)c1ccc(cc1)I,1.94
55792-19-3,O=C(OCCN1CCCCC1)Nc2cccc(OCCCCCC)c2,5.51
55806-43-4,O=C2Nc1ccccc1N2C3CCN(CC3)CC(O)C4Oc5ccccc5(OC4),3.43
55814-41-0,O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C,3.66
55836-71-0,O=C(N)c1ccc(OCC)cc1,1.3
55837-21-3,OCCOCCOCCN3CCC(=C(c1ccccc1)c2ccccc2)CC3,3.78
55837-23-5,Fc1ccc3c(c1)Sc2ccc(cc2C3CCCN4CCN(CCO)CC4)C(F)(F)F,4.47
55837-27-9,O=C(O)c2cc(c(Oc1ccccc1)c(c2)S(=O)(=O)N)N3CCCC3,3.92
55863-26-8,O=C(O)Cc1ccc3c(c1)C(=O)c2ccccc2CS3,2.97
55884-23-6,O=[N+]([O-])C=C(NC)NCCSCc1[nH]cnc1C,-0.4
55905-53-8,O=C(NC2CCN(Cc1ccccc1)CC2)c3cc(c(N)cc3(OC))Cl,3.58
55994-21-3,O=C3c1ccccc1C(=O)C3(c2ccc(cc2)C(C)C),4.43
55994-22-4,O=C3c1ccccc1C(=O)C3(c2ccc(cc2)CCCCCCCC),6.93
55994-23-5,O=C3c1ccccc1C(=O)C3(c2cc(cc(c2)CC)CC),4.94
55994-24-6,O=C3c1ccccc1C(=O)C3(c2cc(cc(c2)C(C)C)C(C)C),5.96
56030-54-7,O=C(N(c1ccccc1)C3(COC)(CCN(CCc2cccs2)CC3))CC,3.95
56046-09-4,CSC1C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,3.8
56058-99-2,O=C1NC=C(F)C(=O)N1C(=O)CC,0.19
56066-19-4,n1cc(c(nc1N)N)Cc2cc(OC)c(N)c(OC)c2,0.83
56066-43-4,n1cc(c(nc1N)N)Cc2cc(OCC)c(N)c(OCC)c2,1.69
56066-63-8,n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)N(C)C,1.51
56070-15-6,O=P(OCC)(OCC)SCS(=O)(=O)C(C)(C)C,2.76
56070-16-7,O=S(=O)(CSP(OCC)(OCC)=S)C(C)(C)C,2.48
56086-55-6,FC1C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,3.19
56108-12-4,O=C(N)c1ccc(cc1)C(C)(C)C,2.51
56165-57-2,O=S(CSP(=O)(OCC)OCC)C(C)(C)C,2.66
56177-33-4,O=C(N)c1ccccc1C(C)C,1.39
56183-32-5,n1cc(c(nc1N)N)Cc2ccc(OC)c(c2)Br,1.88
56189-70-9,O=C(NC(=N)N)Nc1ccc(c(c1)C)Cl,2.19
56209-30-4,O=C1NC(=O)C2(C(=O)N1)(CCCC2),0.24
56245-60-4,OCC1OC(C(O)C(O)C1(O))SCC,-1.51
56343-48-7,n1cc(nc(c1)C)N(C)C,1.57
56344-90-2,O=C1NC(=O)C(C(=O)N1C)(CC)CCC,1.65
56348-72-2,O(c1ccc(c(c1)Cl)Cl)c2ccc(c(c2)Cl)Cl,6.36
56356-13-9,O=C(Oc1ccccc1C)c2ccc(N)cc2(O),3.14
56356-14-0,O=C(Oc1cccc(c1)C)c2ccc(N)cc2(O),3.64
56356-15-1,O=C(Oc1ccc(cc1)C)c2ccc(N)cc2(O),3.38
56356-16-2,O=C(Oc1c(cccc1C)C)c2ccc(N)cc2(O),3.88
56356-17-3,O=C(Oc1ccccc1(OC))c2ccc(N)cc2(O),2.88
56356-18-4,O=C(Oc1cccc(OC)c1)c2ccc(N)cc2(O),3.25
56356-19-5,O=C(Oc1ccc(cc1)C(C)C)c2ccc(N)cc2(O),4.12
56356-20-8,O=C(Oc1ccccc1C(C)C)c2ccc(N)cc2(O),4.28
56356-23-1,O=C(Oc1cccc(N)c1)c2ccc(N)cc2(O),2.08
56356-24-2,O=C(Oc1ccc(N)cc1)c2ccc(N)cc2(O),2.04
56356-25-3,O=C(Oc1ccccc1(F))c2ccc(N)cc2(O),3.29
56356-26-4,O=C(Oc1cccc(F)c1)c2ccc(N)cc2(O),3.42
56356-27-5,O=C(Oc1ccc(F)cc1)c2ccc(N)cc2(O),3.27
56356-28-6,O=C(Oc1ccccc1Cl)c2ccc(N)cc2(O),3.72
56356-29-7,O=C(Oc1cccc(c1)Cl)c2ccc(N)cc2(O),3.9
56356-30-0,O=C(Oc1ccc(cc1)Cl)c2ccc(N)cc2(O),3.6
56356-31-1,O=C(Oc1ccccc1Br)c2ccc(N)cc2(O),3.74
56356-32-2,O=C(Oc1cccc(c1)Br)c2ccc(N)cc2(O),3.84
56356-33-3,O=C(Oc1ccc(cc1)Br)c2ccc(N)cc2(O),3.46
56356-34-4,O=C(Oc1cccc(c1)C(F)(F)F)c2ccc(N)cc2(O),3.61
56400-11-4,FC(F)(F)COC1C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,4.15
56400-12-5,O(C)C1C(OC)C(C(C(C1Cl)Cl)Cl)Cl,2.69
56400-36-3,O(C)C1C(C(C(OC)C(C1Cl)Cl)Cl)Cl,3.15
56400-43-2,OCC1C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,2.94
56421-32-0,O(CC)C1C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,3.83
56421-36-4,FC(F)(F)C1(OC)(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl),4.06
56421-44-4,CC1C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,4.04
56421-45-5,CC1C(C(C(C)C(C1Cl)Cl)Cl)Cl,4.4
56423-63-3,n1ccnc(c1)Br,0.93
56425-91-3,FC(F)(F)Oc1ccc(cc1)C(O)(c2cncnc2)C(C)C,3.34
56462-00-1,c1cc(c(NC)c(c1)Cl)Cl,2.91
56488-61-0,O=C(NCC2N(Cc1ccc(F)cc1)CCC2)c3cc(ccc3(OC))S(=O)(=O)N,2.46
56514-55-7,N(c1cc(ccc1Cl)Cl)=C2NCCN2,2.04
56518-41-3,n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)Br,2.01
56518-45-7,n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)Cl,1.87
56518-58-2,n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)I,2.4
56534-03-3,C1(=C(C3(C(=C(C2CC1C3(C2Cl))Cl)Cl)Cl)Cl)Cl,5.62
56563-17-8,O=C1NC(=O)N(C=C1(F))C(=O)Nc2ccccc2,1.5
56563-18-9,O=C1NC(=O)N(C=C1(F))C(=O)NC,-0.2
56610-79-8,n1nc(n(n1)C)SCc2ccccc2,1.63
56656-96-3,N#CC(C#N)=Cc1oc(cc1)Br,2.16
56656-97-4,N#CC(=Cc1oc(cc1)Br)C(=O)OC,2.41
56689-42-0,O=CCC2CC(C(=O)C=CC(=CC(C)C(OC(=O)CC(O)C(C)C2(OC1OC(C)CC(N(C)C)C1(O)))CC)C)C,2.49
56689-45-3,O=CCC3CC(C)C(O)C=CC=CCC(OC(=O)CC(OC(=O)C)C(OC)C3(OC2OC(C)C(OC1OC(C)C(OC(=O)CC(C)C)C(O)(C)C1)C(N(C)C)C2(O)))C,2.39
56711-06-9,O=C(N)C(NC(=O)C)C(C)CC,-0.03
56844-20-3,n2cnc1c(ccs1)c2NC,1.43
56846-39-0,O=[N+]([O-])c3ccc(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))cc3,-1.39
56875-80-0,O=C3N(c1ccc(cc1C(c2ccccc2)=[N+]([O-])C3)Cl)CCO,0.82
56875-82-2,O=C(OCCN3C(=O)C(N=C(c1ccccc1)c2cc(ccc23)Cl)OC(=O)C)C,2.74
56875-83-3,O=C(OCCCN3C(=O)C(N=C(c1ccccc1)c2cc(ccc23)Cl)OC(=O)C)C,3.08
56933-31-4,O(C)C1CC(C(C(C1Cl)Cl)Cl)Cl,2.99
56933-60-9,O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)COC(=O)CCC)C4(C)(CC(O)C23(F)))(C),3.55
56961-20-7,Oc1cc(c(c(c1(O))Cl)Cl)Cl,3.71
56980-93-9,O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)N(CC)CC,1.92
56994-25-3,C1=CC(C(C(C1)Cl)Cl)Cl,2.84
57018-04-9,O(c1c(cc(cc1Cl)C)Cl)P(OC)(OC)=S,4.56
57025-76-0,O=C(OC)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2Cl,5.04
57057-83-7,Oc1cc(c(c(c1(OC))Cl)Cl)Cl,3.77
57078-98-5,O=C(O)CCCN1C(=O)C=CC1(=O),0.4
57078-99-6,O=C(O)CCCCN1C(=O)C=CC1(=O),0.6
57079-00-2,O=C(O)CCCCCCCN1C(=O)C=CC1(=O),1.99
57079-05-7,O=C(OCC)CCN1C(=O)C=CC1(=O),0.41
57079-07-9,O=C(OCC)CCCCCN1C(=O)C=CC1(=O),1.5
57117-31-4,o2c1cc(c(cc1c3cc(c(c(c23)Cl)Cl)Cl)Cl)Cl,6.92
57117-37-0,o2c1cc(c(cc1c3cc(cc(c23)Cl)Cl)Cl)Cl,6.73
57117-38-1,o2c1c(cc(cc1Cl)Cl)c3ccc(c(c23)Cl)Cl,6.25
57117-39-2,o2c1cc(c(cc1c3ccc(c(c23)Cl)Cl)Cl)Cl,6.31
57117-41-6,o2c1cc(c(cc1c3c2cc(c(c3Cl)Cl)Cl)Cl)Cl,6.79
57117-42-7,o2c1cc(c(c(c1c3ccc(c(c23)Cl)Cl)Cl)Cl)Cl,6.26
57237-97-5,O=S(c1nc2ccccc2([nH]1))Cc3ncccc3,1.33
57315-37-4,n1nc(OC)c2ccccc2(c1OC),2.22
57334-34-6,Oc2ccc(O)c1c2(nccc1C),1.59
57334-35-7,Oc1ccc(OC)c2cccnc12,2.06
57334-36-8,Oc2cccc1c2(nccc1Cl),2.67
57334-38-0,Oc2ccc(OC)c1c2(nccc1C),2.75
57369-32-1,O=C3N2c1c(cccc1CC2)CC3,1.57
57381-26-7,n1c(nc(nc1N)c2cc(ccc2Cl)Cl)N,1.97
57381-35-8,Fc2ccc(cc2(c1nc(nc(n1)N)N))Cl,1.81
57381-38-1,n1c(nc(nc1N)c2cc(ccc2Br)Cl)N,1.85
57381-40-5,Fc1ccc(c(c1)c2nc(nc(n2)N)N)Br,1.45
57381-42-7,n1c(nc(nc1N)c2cc(ccc2Br)Br)N,2.09
57381-45-0,n1c(nc(nc1N)c2cc(ccc2Cl)Br)N,2.04
57381-46-1,n1c(nc(nc1N)c2ccc(cc2Cl)Cl)N,2.07
57381-50-7,n1c(nc(nc1N)c2ccc(cc2Br)Cl)N,2.09
57381-54-1,n1c(nc(nc1N)c2c(cccc2Cl)Cl)N,1.38
57381-57-4,Fc1ccc(c(c1)c2nc(nc(n2)N)N)Cl,1.38
57381-60-9,Fc2ccc(cc2(c1nc(nc(n1)N)N))Br,1.94
57421-72-4,O=C(NN)NCCC,-1.1
57421-73-5,O=C(NN)NCC=C,-1.55
